865/865,id,pubstate,pubdate,created,modified,word_count,menu_count,title,path
193,2079783611233689036,published,2011-11-01 23:45,2011-11-01 23:45,2011-11-01 23:46,0,0,Information Science and Media Studies Resources,/ub/resources/infomedia
194,2079783611233689043,published,2011-11-01 23:45,2011-11-01 23:45,2011-11-01 23:46,0,0,Digital Culture Resources,/ub/resources/digcult
195,2079783611233689050,published,2011-11-01 23:45,2011-11-01 23:45,2011-11-01 23:46,0,0,Language and Literature Resources,/ub/resources/langlit
196,2079783611233689057,published,2011-11-01 23:45,2011-11-01 23:45,2011-11-01 23:46,0,0,Administration and Organization Science Resources,/ub/resources/admorg
197,2079783611233689064,published,2011-11-01 23:45,2011-11-01 23:45,2011-11-01 23:46,0,0,Archaeology Resources,/ub/resources/archaeology
198,2079783611233689071,retracted,2011-11-01 23:45,2011-11-01 23:45,2012-01-11 12:42,0,0,Cultural Studies Resources,/ub/resources/culturalstudies
199,2079783611233689078,published,2011-11-01 23:45,2011-11-01 23:45,2011-11-01 23:46,0,0,History of Art Resources,/ub/resources/arthistory
200,2168101468232707331,published,2009-08-19 10:03,2009-08-19 10:03,2012-03-08 14:47,84,0,Lærerutdanning,/utdanning/laerer
201,2195227152009806774,published,2011-11-14 23:44,2011-11-14 23:44,2011-11-14 23:45,0,0,Fagressurser - Biologi,/ub/fagressurser/biologi
202,2195227152009806783,published,2011-11-14 23:45,2011-11-14 23:45,2011-11-14 23:45,0,0,Fagressurser - Kjemi,/ub/fagressurser/kjemi
203,2195227152009806792,published,2011-11-14 23:45,2011-11-14 23:45,2011-11-14 23:45,0,0,Fagressurser - Geofag,/ub/fagressurser/geofag
204,2195227152009806801,published,2011-11-14 23:45,2011-11-14 23:45,2012-01-11 12:34,0,0,Fagressurser - Informatikk,/ub/fagressurser/informatikk
205,2195227152009806810,published,2011-11-14 23:45,2011-11-14 23:45,2011-11-14 23:45,0,0,Fagressurser - Matematikk,/ub/fagressurser/matematikk
206,2195227152009806819,published,2011-11-14 23:45,2011-11-14 23:45,2012-01-11 12:27,0,0,Fagressurser - Fysikk og teknologi,/ub/fagressurser/ft
207,2195227152009806828,published,2011-11-14 23:45,2011-11-14 23:45,2011-11-14 23:45,0,0,Biology Resources,/ub/resources/biology
208,2195227152009806835,published,2011-11-14 23:45,2011-11-14 23:45,2011-11-14 23:45,0,0,Chemistry Resources,/ub/resources/chemistry
209,2195227152009806842,published,2011-11-14 23:45,2011-11-14 23:45,2011-11-14 23:45,0,0,Earth sciences Resources,/ub/resources/es
210,2195227152009806849,published,2011-11-14 23:45,2011-11-14 23:45,2011-11-14 23:45,0,0,Informatics Resources,/ub/resources/informatics
211,2195227152009806856,published,2011-11-14 23:45,2011-11-14 23:45,2011-11-14 23:45,0,0,Physics and technology Resources,/ub/resources/pt
212,2195227152009806863,published,2011-11-14 23:45,2011-11-14 23:45,2011-11-14 23:45,0,0,Mathematics Resources,/ub/resources/mathematics
213,2201170085019555846,published,2009-01-29 13:07,2009-01-29 13:07,2009-09-18 09:25,20,0,"Historie, retorikk og resepsjon",/fg/historieretorikkresepsjon
214,2222408865105941978,retracted,2008-09-05 07:03,2008-09-05 07:03,2009-02-08 18:06,16,0,Medieforskning,/fokusomrade/medieforskning
215,2256723752920739496,published,2010-09-29 22:37,2010-09-29 22:37,2012-02-06 12:33,251,1,Organisk syntese og legemiddelkjemi,/fg/orgsynlegemd
216,2256723752920739505,published,2010-09-29 22:37,2010-09-29 22:37,2012-02-06 13:11,251,0,Organic Synthesis and Medicinal Chemistry,/rg/orgsynmedic
217,2260522607589487356,published,2008-12-08 14:09,2008-12-08 14:09,2009-10-27 10:46,383,0,"Økonomisk geografi, regional utvikling og stedsidentitet",/fg/region
218,2260522607589487361,published,2008-12-08 14:09,2008-12-08 14:09,2009-09-18 09:25,199,0,"Klima-, landskaps- og miljøendringer",/fg/landskap
219,2260522607589487366,published,2008-12-08 14:09,2008-12-08 14:09,2009-09-18 09:25,0,0,Ressursforvaltning og sosial endring i utviklingsland,/fg/utvikling
220,2260522607589487371,published,2008-12-08 14:09,2008-12-08 14:09,2011-03-30 10:28,259,0,Systemdynamikk,/fg/dynamikk
221,2260522607589487376,published,2008-12-08 14:09,2008-12-08 14:09,2012-01-26 10:11,64,0,Skolerettet fysikk og formidling,/fg/skole
222,2260522607589487381,published,2008-12-08 14:09,2008-12-08 14:09,2012-01-26 10:11,0,0,Akustikk,/fg/akustikk
223,2260522607589487386,published,2008-12-08 14:09,2008-12-08 14:09,2011-03-16 15:03,30,0,Nanofysikk,/fg/nano
224,2260522607589487391,published,2008-12-08 14:09,2008-12-08 14:09,2012-01-26 10:11,0,0,Optikk og atomfysikk,/fg/optikk
225,2260522607589487396,published,2008-12-08 14:09,2008-12-08 14:09,2012-01-26 10:11,0,0,Subatomær fysikk,/fg/subatom
226,2260522607589487401,published,2008-12-08 14:09,2008-12-08 14:09,2009-09-18 09:25,14,1,Romfysikk,/fg/romfysikk
227,2260522607589487406,published,2008-12-08 14:09,2008-12-08 14:09,2012-01-26 10:11,146,0,Elektronikk og målevitenskap,/fg/elektro
228,2260522607589487411,published,2008-12-08 14:09,2008-12-08 14:09,2012-02-28 04:56,109,0,Petroleums- og prosessteknologi,/fg/ptek
229,2260522607589487416,published,2008-12-08 14:09,2008-12-08 14:09,2012-01-26 10:11,0,0,"Teori, energi og prosessteknologi",/fg/teori
230,2260522607589487427,published,2008-12-08 14:09,2008-12-08 14:09,2011-08-15 07:50,41,1,Legemiddelkjemi,/fg/imkjemi
231,2260522607589487432,published,2008-12-08 14:09,2008-12-08 14:09,2009-09-18 09:25,0,0,Protein kjemi,/fg/protkjem
232,2300875233110824327,published,2011-02-11 19:54,2011-02-11 19:54,2011-11-20 19:44,45,0,Elektronisk litteratur,/fg/elektronisklitteratur
233,2339560226197165085,published,2010-08-20 22:40,2010-08-20 22:40,2011-08-23 11:29,89,0,Forskargruppe for norrøn filologi,/fg/norronfilologi
234,2339560226197165094,published,2010-08-20 22:40,2010-08-20 22:40,2010-12-13 17:11,145,0,Research group in Old Norse Studies,/rg/oldnorsestudies
235,2342551656466745487,published,2011-01-31 21:49,2011-01-31 21:49,2012-01-04 11:54,54,0,K.G. Jebsen Senter for forskning på nevropsykiatriske lidelser,/kgj-npd
236,2421274056201471983,published,2009-08-06 11:35,2009-08-06 11:35,2012-03-09 10:03,15,0,Program for universitetspedagogikk,/uniped
237,2503286534104024748,published,2008-12-16 09:56,2008-12-16 09:56,2012-01-26 11:54,77,1,Demokrati og rettsstat,/fg/demrett
238,2514152423279405193,published,2010-06-25 22:19,2010-06-25 22:19,2011-11-09 23:45,0,0,"Health, Work and Society",/prosjekt/hws
239,2514152423279405202,published,2010-06-25 22:19,2010-06-25 22:19,2011-11-09 23:45,197,0,"Health, Work and Society",/project/hws
240,2544953682870257688,published,2008-12-08 14:09,2008-12-08 14:09,2009-09-18 09:25,54,0,Europas grenser,/fg/europas_g
241,2597523028483673087,published,2008-12-19 13:13,2008-12-19 13:13,2010-09-20 08:36,49,0,Kjønn og Litteratur,/fg/kjonnoglitteratur
242,2635794035858509528,published,2011-03-10 09:38,2011-03-10 09:38,2012-02-23 10:01,60,1,Museumsprosjektet,/museumsprosjektet
243,2635794035858509537,published,2011-03-10 09:38,2011-03-10 09:38,2011-05-18 12:15,86,0,The Museum Project,/museumproject
244,2659121528542195688,published,2009-01-14 19:56,2009-01-14 19:56,2011-02-03 15:43,120,0,CIPR - Centre for Integrated Petroleum Research,/cipr
245,2685493116745191866,published,2009-04-21 10:15,2009-04-21 10:15,2012-01-26 10:11,9,1,Registerbaserte studier av familiær risiko,/fg/fam-risiko
246,2685493116745191875,published,2009-04-21 10:15,2009-04-21 10:15,2012-03-07 14:52,0,1,Registrybased studies of familial risks,/rg/fam-risks
247,2691415858438838773,published,2009-03-18 01:10,2009-03-18 01:10,2009-09-18 09:25,0,0,Marin forskning,/forskning/marin
248,2691415858438838782,published,2009-03-18 01:10,2009-03-18 01:10,2012-03-01 08:00,36,0,Global og utviklingsrelatert forskning,/forskning/utvikling
249,2691415858438838791,published,2009-03-18 01:10,2009-03-18 01:10,2012-04-02 08:45,64,1,Global and development-related research,/research/global
250,2691415858438838798,published,2009-03-18 01:10,2009-03-18 01:10,2009-03-18 01:10,0,0,Marine research,/research/marine
251,2721069493988961013,published,2011-05-06 12:33,2011-05-06 12:33,2011-05-06 12:33,0,0,Fagressurser - Realfag,/ub/fagressurser/realfag
252,2721069493988961022,published,2011-05-06 12:33,2011-05-06 12:33,2011-11-01 23:46,0,0,Fagressurser - Film,/ub/fagressurser/film
253,2721069493988961031,published,2011-05-06 12:33,2011-05-06 12:33,2011-05-06 12:33,0,0,Science Resources,/ub/resources/science
254,2721069493988961038,published,2011-05-06 12:33,2011-05-06 12:33,2011-11-01 23:46,0,0,Film Studies Resources,/ub/resources/film
255,2888827544564673462,published,2009-03-27 12:14,2009-03-27 12:14,2012-01-26 10:11,0,0,Forskergruppe for strafferett og straffeprosess,/fg/straff
256,2914963581553263890,published,2011-01-31 23:37,2011-01-31 23:37,2011-02-01 14:20,76,0,Nasjonal forskerskole i strukturbiologi,/fs/biostruct
257,2914963581553263906,published,2011-01-31 23:37,2011-01-31 23:37,2012-01-10 14:28,88,0,The National graduate school in structural biology,/rs/biostruct
258,2914963581553263913,published,2011-01-31 23:37,2011-01-31 23:37,2011-12-29 12:29,0,0,K.G. Jebsen Centre for Research on Neuropsychiatric Disorders,/kgj-npd/en
259,2929436456159060815,published,2008-09-05 07:02,2008-09-05 07:02,2012-03-15 13:59,8,2,Det matematisk-naturvitenskapelige fakultet,/matnat
260,3019946455779763803,published,2009-08-14 00:18,2009-08-14 00:18,2009-09-18 09:25,71,0,Gruppe for kvalitativ forskning på psykisk helse,/fg/kph
261,3019946455779763812,published,2009-08-14 00:18,2009-08-14 00:18,2011-11-09 23:45,72,0,Group for qualitative research on mental health,/rg/kph
262,3190539644586211989,published,2008-12-16 10:30,2008-12-16 10:30,2009-09-18 09:25,0,0,Kraniofacial utvikling og funksjon,/fg/kranutvfunk
263,3473720449780447622,published,2010-08-25 22:31,2010-08-25 22:31,2012-01-13 13:04,190,3,Experiments in the Social Sciences,/rg/ess
264,3541647657157849775,published,2009-04-28 00:46,2009-04-28 00:46,2012-02-20 13:10,227,3,Etter- og videreutdanning,/utdanning/evu
265,3541647657157849784,published,2009-04-28 00:46,2009-04-28 00:46,2011-02-15 23:39,162,0,Continuing Education,/utdanning/evu/en
266,3569317500529119430,published,2010-02-11 12:18,2010-02-11 12:18,2010-04-12 11:01,26,0,The Role of Ugandan Folklores as Repository of Traditional Wisdom,/fg/uganda
267,3744654390227110118,published,2009-12-03 12:50,2009-12-03 12:50,2012-03-07 14:52,69,2,"Health, Safety and Environment Section",/hms/en
268,3853969264066463508,published,2012-02-29 23:46,2012-02-29 23:46,2012-02-29 23:46,0,0,Comparative Research Programme on Poverty (CROP),/fg/crop
269,3853969264066463517,published,2012-02-29 23:46,2012-02-29 23:46,2012-02-29 23:46,0,0,Comparative Research Programme on Poverty (CROP),/rg/crop/en
270,3868637391371570646,published,2008-12-10 07:51,2008-12-10 07:51,2011-11-24 12:48,134,0,Evolusjonær fiskeriøkologi,/fg/evofish
271,3868637391371570651,published,2008-12-10 07:52,2008-12-10 07:52,2012-01-12 16:44,226,0,Fiskesykdomsgruppen,/fg/fsg
272,3868637391371570656,published,2008-12-10 07:52,2008-12-10 07:52,2011-12-01 13:01,65,0,Marin mikrobiologi,/fg/mm
273,3899846132506877758,published,2012-01-16 12:39,2008-09-05 07:02,2012-03-13 14:25,25,1,Utdanning,/utdanning
274,3899846132506877800,published,2008-09-05 07:02,2008-09-05 07:02,2008-09-05 07:02,0,0,1201162266.25,/fokusomrade/1201162265.81
275,3899846132506877843,retracted,2008-09-05 07:02,2008-09-05 07:02,2009-08-24 12:27,0,0,Hubro,/hubro
276,3899846132506877862,published,2008-09-05 07:02,2008-09-05 07:02,2012-03-12 14:41,58,0,Kjemisk institutt,/kj
277,3899846132506877947,published,2008-09-05 07:02,2008-09-05 07:02,2012-03-09 07:33,9,1,Institutt for informasjons- og medievitenskap,/infomedia
278,3899846132506877984,published,2008-09-05 07:02,2008-09-05 07:02,2012-03-10 13:03,13,1,Institutt for sosialantropologi,/antro
279,3899846132506878009,published,2008-09-05 07:02,2008-09-05 07:02,2012-03-12 10:18,0,0,Institutt for informatikk,/ii
280,3899846132506878084,published,2008-09-05 07:02,2008-09-05 07:02,2012-03-12 14:41,78,1,Institutt for økonomi,/econ
281,3899846132506878109,published,2008-09-05 07:02,2008-09-05 07:02,2012-03-12 14:41,37,0,Institutt for fysikk og teknologi,/ift
282,3899846132506878134,published,2008-09-05 07:02,2008-09-05 07:02,2012-03-08 13:26,60,0,Griegakademiet - Institutt for musikk,/grieg
283,3899846132506878181,published,2008-09-05 07:02,2008-09-05 07:02,2012-03-09 13:17,53,1,Institutt for sammenliknende politikk,/sampol
284,3899846132506878280,published,2008-09-05 07:02,2008-09-05 07:02,2012-03-11 22:48,41,0,Geofysisk institutt,/gfi
285,3899846132506878305,published,2008-09-05 07:02,2008-09-05 07:02,2012-03-02 09:03,51,0,Molekylærbiologisk institutt,/mbi
286,3899846132506878380,published,2008-09-05 07:02,2008-09-05 07:02,2012-03-14 13:36,74,0,Institutt for geovitenskap,/geo
287,3899846132506878427,published,2008-09-05 07:02,2008-09-05 07:02,2012-03-15 13:47,90,0,Matematisk institutt,/math
288,3899846132506878518,published,2008-09-05 07:02,2008-09-05 07:02,2012-03-06 08:43,53,1,Institutt for geografi,/geografi
289,3899846132506878587,published,2008-09-05 07:02,2008-09-05 07:02,2012-03-12 14:41,41,1,Sosiologisk institutt,/sosio
290,3899846132506878678,published,2008-09-05 07:02,2008-09-05 07:02,2012-03-12 13:15,46,1,Institutt for administrasjon og organisasjonsvitenskap,/admorg
291,3899846132506878747,published,2008-09-05 07:02,2008-09-05 07:02,2012-03-12 14:41,58,0,Institutt for filosofi og førstesemesterstudier,/fof
292,3899846132506878913,published,2008-09-05 07:02,2008-09-05 07:02,2012-03-12 14:41,14,0,Institutt for fremmedspråk,/fremmedsprak
293,3899846132506878982,published,2008-09-05 07:02,2008-09-05 07:02,2012-03-12 14:41,110,0,"Institutt for arkeologi, historie, kultur- og religionsvitenskap",/ahkr
294,3931733463480209899,published,2009-06-17 23:39,2009-06-17 23:39,2009-09-18 09:25,0,0,Norwegian molecular imaging consortium,/fg/normic
295,3931733463480209908,published,2009-06-17 23:39,2009-06-17 23:39,2010-11-26 10:54,10,0,Norwegian proteomics consortium,/fg/norproteomics
296,3931733463480209917,published,2009-06-17 23:39,2009-06-17 23:39,2010-12-15 00:33,128,0,Norwegian proteomics consortium,/rg/norproteomics
297,3931733463480209924,published,2009-06-17 23:39,2009-06-17 23:39,2011-11-04 13:53,205,0,Norwegian molecular imaging consortium,/rg/normic
298,3939482636898285640,published,2009-06-24 23:50,2009-06-24 23:50,2011-01-11 13:02,109,0,Forskningsgruppe for kognisjon og læring (BCLG),/fg/bclg
299,3939482636898285649,published,2009-06-24 23:50,2009-06-24 23:50,2012-01-26 10:11,35,0,fMRI-gruppen i Bergen,/fg/fmri
300,3939482636898285658,published,2009-06-24 23:50,2009-06-24 23:50,2010-09-10 22:35,33,0,Forskningsgruppen om depresjon og funksjon (MCF),/fg/mcf
301,3939482636898285667,published,2009-06-24 23:50,2009-06-24 23:50,2012-02-06 09:05,19,0,Gruppe for nevropsykologisk fenotyping (NPG),/fg/npg
302,3939482636898285676,published,2009-06-24 23:50,2009-06-24 23:50,2011-10-11 13:02,35,0,Forskningsgruppe for eksperimentell og klinisk stress (RECS),/fg/recs
303,3939482636898285685,published,2009-06-24 23:50,2009-06-24 23:50,2012-03-01 10:32,52,1,Neuropsychological Phenotyping Group,/rg/npg
304,3939482636898285692,published,2009-06-24 23:50,2009-06-24 23:50,2012-03-01 10:30,86,1,Research Group on Experimental and Clinical Stress,/rg/recs
305,3939482636898285699,published,2009-06-24 23:50,2009-06-24 23:50,2012-03-01 10:31,106,1,Mood and Cognitive Function Group,/rg/mcf
306,3939482636898285706,published,2009-06-24 23:50,2009-06-24 23:50,2012-03-01 10:31,79,1,Bergen Cognition and Learning Group,/rg/bclg
307,3939482636898285713,published,2009-06-24 23:50,2009-06-24 23:50,2012-03-01 10:31,131,1,Bergen fMRI Group,/rg/fmri
308,4064793340318649573,published,2011-05-23 22:37,2011-05-23 22:37,2011-05-23 22:37,0,0,Research group on Private International Law and Comparative Law,/rg/pil
309,4116742430931319461,published,2009-01-30 01:34,2009-01-30 01:34,2011-12-12 20:13,52,1,Algebra/algebraisk geometri,/fg/algebra-og-algebraisk-geometri
310,4116742430931319470,published,2009-01-30 01:34,2009-01-30 01:34,2009-09-18 09:25,49,0,Matematisk analyse,/fg/analyse
311,4116742430931319486,published,2009-01-30 01:34,2009-01-30 01:34,2009-01-30 01:34,0,0,Topology,/rg/topology
312,4116742430931319493,published,2009-01-30 01:34,2009-01-30 01:34,2012-01-25 17:03,105,1,Mathematical analysis,/rg/analysis
313,4116742430931319500,published,2009-01-30 01:34,2009-01-30 01:34,2010-11-05 16:22,54,1,Algebra/algebraic geometry,/rg/algebra-og-algebraisk-geometri
314,4119519473738977905,published,2008-12-15 10:02,2008-12-15 10:02,2009-09-18 09:25,0,0,Transculturations: Nordic Network of Transcultural Literary Studies,/fg/transcult
315,4119519473738977913,published,2008-12-15 10:02,2008-12-15 10:02,2009-09-18 09:25,15,0,The Bergen Shakespeare and Drama Network,/fg/bsdn
316,4119519473738977921,published,2008-12-15 10:02,2008-12-15 10:02,2009-09-18 09:25,6,0,The Future of Russian,/fg/future_r
317,4121049847058161681,published,2011-04-27 08:37,2011-04-27 08:37,2012-03-12 08:24,0,0,Forskergruppe for konkurranse- og markedsrett,/fg/konkurranse
318,4121049847058161690,published,2011-04-27 08:37,2011-04-27 08:37,2011-08-22 22:45,0,0,Research group on competition and Market Law,/rg/competition
319,4182018911544216334,published,2011-05-24 09:01,2011-05-24 09:01,2011-09-13 06:10,205,1,"LIPIDSTRUKT: Funksjon og dysfunksjon i fleksible, membran-bindende proteiner",/fg/lipidstrukt
320,4182018911544216343,published,2011-05-24 09:01,2011-05-24 09:01,2011-09-13 05:51,179,1,"LIPIDSTRUCT: LIpids, DIsorder and STRUCTure",/rg/lipidstruct
321,4195003438680614987,private,2008-12-17 14:04,2008-12-17 14:04,2010-12-07 10:09,0,0,Prototype forskningsgruppe,/prototyper/forskningsgruppe
322,4195003438680614989,private,2008-12-17 14:05,2008-12-17 14:05,2008-12-17 14:44,0,0,English researchgroup prototype,/prototyper/forskningsgruppe_en
323,4248639176412881100,published,2008-12-11 09:27,2008-12-11 09:27,2012-01-26 10:11,98,0,Kulturformidling og  museumsdesign,/fg/museumdes
324,4272346907077287327,published,2011-12-22 14:23,2011-12-22 14:23,2011-12-22 14:24,0,0,Forskerskole prototype,/prototyper/forskerskole
325,4272346907077287331,published,2011-12-22 14:23,2011-12-22 14:23,2011-12-22 14:24,0,0,English researchschool prototype,/prototyper/forskerskole_en
326,4314006606151337930,published,2010-04-12 08:22,2010-04-12 08:22,2012-02-22 14:00,306,0,ASKeladden,/fg/askeladden
327,4314006606151337939,published,2010-04-12 08:22,2010-04-12 08:22,2012-02-23 11:37,338,0,ASKeladden,/rg/askeladden
328,4324677889445945381,published,2010-05-18 08:18,2010-05-18 08:18,2010-06-16 12:15,11,0,Nordic Network for Literary Transculturation Studies,/fg/nnlts
329,4324677889445945390,published,2010-05-18 08:18,2010-05-18 08:18,2011-11-28 14:03,115,0,Nordic Network for Literary Transculturation Studies,/rg/nnlts
330,4336350506950018766,published,2010-08-25 12:13,2010-08-25 12:13,2010-09-03 08:43,29,0,Eksperimenter i samfunnsvitenskapen,/fg/ess
331,4357207935064137602,published,2010-03-02 09:13,2010-03-02 09:13,2010-03-08 22:26,38,0,Bergen tektonikk og termokronologi,/prosjekt/tektonikk
332,4357207935064137611,published,2010-03-02 09:13,2010-03-02 09:13,2012-02-20 09:13,61,0,Bergen Tectonics and Thermochronology,/project/tectonics
333,4371220800724026506,published,2009-01-27 08:44,2009-01-27 08:44,2012-01-26 10:11,0,0,Forskergruppe for rettsteori,/fg/rt
334,4397805382426276557,published,2011-11-10 13:59,2011-11-10 10:31,2012-03-15 13:58,92,1,Centre for International Health,/cih/en
335,4405243730171719173,published,2009-01-15 14:15,2009-01-15 14:15,2010-02-17 07:51,26,0,Europeisering og demokrati,/fg/Europol
336,4405243730171719186,published,2009-01-15 14:15,2009-01-15 14:15,2012-03-02 11:25,37,0,"Politikk, nettverksstyring og innovasjon",/fg/pgi
337,4405243730171719198,published,2009-01-15 14:15,2009-01-15 14:15,2012-03-05 08:18,90,0,"Kunnskap, politikk og organisering",/fg/kpo
338,4405243730171719210,published,2009-01-15 14:16,2009-01-15 14:16,2012-03-12 13:18,133,0,Politisk organisering og flernivåstyring,/fg/polorg
339,4405243730171719222,published,2009-01-15 14:16,2009-01-15 14:16,2011-10-17 11:32,73,0,Globalisering og utvikling,/fg/globadm
340,4405243730171719234,published,2009-01-15 14:17,2009-01-15 14:17,2010-02-17 14:50,103,0,"Demokrati, organisering og politisk regime",/fg/demorg
341,4474100487159784178,published,2008-12-11 11:57,2008-12-11 11:57,2012-03-12 11:50,9,0,"Forskningsgruppa for medie-, ikt- og kulturpolitikk",/fg/mediepol
342,4474100487159784213,published,2008-12-11 12:37,2008-12-11 12:37,2012-03-09 16:06,0,0,Karibia: Identiteter og konflikter,/fg/karibia
343,4608820787478882889,published,2011-06-22 08:14,2011-04-04 14:06,2011-10-24 12:24,215,2,Rector´s Office,/rektoratet/en
344,4678869133944529488,published,2009-02-04 01:16,2009-02-04 01:16,2011-10-04 08:46,32,2,University Director´s Office,/udir/en
345,4775334425164546382,published,2010-04-30 22:17,2010-04-30 22:17,2012-03-12 07:57,50,0,Institutt for pedagogikk,/iped
346,4775334425164546403,published,2010-04-30 22:17,2010-04-30 22:17,2012-03-09 10:05,72,0,Institutt for samfunnspsykologi,/isp
347,4775334425164546424,published,2010-04-30 22:17,2010-04-30 22:17,2012-02-16 12:40,92,0,Institutt for klinisk psykologi,/ikp
348,4775334425164546445,published,2010-04-30 22:17,2010-04-30 22:17,2012-03-01 13:50,46,0,Institutt for biologisk og medisinsk psykologi,/ibmp
349,4775334425164546466,published,2010-04-30 22:17,2010-04-30 22:17,2012-02-16 09:08,97,0,HEMIL-senteret,/hemil
350,4775334425164546487,published,2010-04-30 22:17,2010-04-30 22:17,2012-03-06 18:59,84,2,Department of Health Promotion and Development,/hemil/en
351,4775334425164546506,published,2010-04-30 22:17,2010-04-30 22:17,2012-03-12 09:07,0,0,Department of Education,/iped/en
352,4775334425164546525,published,2010-04-30 22:18,2010-04-30 22:18,2011-02-03 15:43,53,0,Department of Biological and Medical Psychology,/ibmp/en
353,4775334425164546544,published,2010-04-30 22:18,2010-04-30 22:18,2011-02-03 15:43,0,0,Department of Clinical Psychology,/ikp/en
354,4775334425164546563,published,2010-04-30 22:18,2010-04-30 22:18,2012-02-16 08:53,66,0,Department of Psychosocial Science,/isp/en
355,4797287023967807051,published,2010-10-15 08:37,2010-10-15 08:37,2011-04-26 06:54,85,0,The Cultural History of Nature,/rg/natureculture
356,4946515791890384076,published,2012-02-01 23:44,2012-02-01 23:44,2012-02-01 23:46,0,0,Fra håndskriftsfragmenter til bokhistorie,/fg/handskriftsfragment
357,4946515791890384085,published,2012-02-01 23:45,2012-02-01 23:45,2012-03-01 10:09,143,0,From manuscript fragments to book history,/rg/manuscript_fragments
358,5044320105845343701,published,2010-01-26 09:06,2010-01-26 09:06,2012-03-12 14:41,93,1,Studiekvalitet,/studiekvalitet
359,5100647245241980366,published,2011-11-22 23:45,2011-11-22 23:45,2011-11-24 12:15,69,0,Researcher Mobility,/researchermobility
360,5112396342157024084,retracted,2008-11-19 10:53,2008-11-19 10:53,2009-02-08 17:31,0,0,"Medisinsk-odontologisk fakultet, fellesfunksjon",/Medisinsk-odontologisk-fakultet--fellesfunksjon
361,5127180856483859249,published,2010-09-01 22:35,2010-09-01 22:35,2011-02-21 15:03,5,0,Norsk-svensk forskerskole i biosystematikk,/fs/forbio
362,5127180856483859258,published,2010-09-01 22:36,2010-09-01 22:36,2011-01-26 09:46,0,0,Norwegian-Swedish Research School in Biosystematics,/rs/forbio
363,5185156995735173718,private,2008-12-16 20:46,2008-12-16 20:46,2011-02-03 15:43,0,0,English prototype institute,/prototyper/institutt_en
364,5205319863930590722,published,2011-07-07 22:38,2011-07-07 22:38,2011-09-26 09:28,14,0,Flerkulturelle arenaer i helse og utdanning,/fg/mc-venues
365,5205319863930590731,published,2011-07-07 22:39,2011-07-07 22:39,2012-03-06 18:59,237,10,Multicultural venues in health and education,/rg/mc-venues
366,5286571846720690445,published,2010-11-25 09:37,2010-11-25 09:37,2011-11-15 23:48,122,0,Sosiale normer og samhandling,/fg/sns
367,5286571846720690454,published,2010-11-25 09:38,2010-11-25 09:38,2012-03-01 14:14,0,1,Social Norms and Human Interaction,/rg/sni
368,5358168862026037444,published,2009-12-16 23:14,2009-12-16 23:14,2012-03-12 12:38,132,1,"Research group for Logic, information and interaction",/rg/lii
369,5392139019163766998,published,2009-10-08 22:14,2009-10-08 22:14,2010-09-23 22:39,0,0,Forskerskolen kultur og samfunn,/fs/kulsam
370,5392139019163767007,published,2009-10-08 22:14,2009-10-08 22:14,2011-03-09 13:12,95,0,Forskerskole for translasjonell kreftforskning,/fs/translational
371,5392139019163767016,published,2009-10-08 22:14,2009-10-08 22:14,2010-09-23 22:39,0,0,The Research School in Culture and Society,/rs/culsoc
372,5392139019163767023,published,2009-10-08 22:14,2009-10-08 22:14,2011-03-09 13:18,118,1,Translational Cancer Research School,/rs/translational
373,5442069497555519006,private,2008-09-30 09:10,2008-09-30 09:10,2008-12-17 08:27,0,0,Prototype enhet,/prototyper/enhet
374,5442069497555519008,private,2008-09-30 09:13,2008-09-30 09:13,2011-12-01 06:55,0,0,Prototype fakultet,/prototyper/fakultet
375,5442069497555519010,private,2008-09-30 09:13,2008-09-30 09:13,2011-12-01 06:55,0,0,Prototype institutt,/prototyper/institutt
376,5469952766950484191,published,2009-01-29 01:24,2009-01-29 01:24,2012-01-26 10:11,0,0,Senter for Midtausten- og islamske studiar,/smi
377,5469952766950484206,published,2009-01-29 01:24,2009-01-29 01:24,2011-12-16 23:47,0,2,Centre for Middle Eastern and Islamic Studies,/smi/en
378,5476787350635827764,published,2011-01-21 23:37,2011-01-21 23:37,2011-10-18 18:05,16,1,Region og regionalisering,/forskning/region
379,5476787350635827780,published,2011-01-21 23:38,2011-01-21 23:38,2011-10-31 07:15,168,0,Bergen Transculturation Studies Seminar,/rg/btts
380,5476787350635827787,published,2011-01-21 23:38,2011-01-21 23:38,2011-01-21 23:38,0,0,Region and regionalisation,/forskning/region/en
381,5496509447631404223,published,2011-03-23 14:01,2011-03-23 14:01,2012-02-20 14:18,38,0,Gruppe for interaksjonsforskning,/fg/interaksjonsforskning
382,5568690461919846248,published,2011-09-26 22:46,2011-09-26 22:46,2011-11-30 23:49,0,0,Gender 2012,/gender-2012
383,5568690461919846257,published,2011-09-26 22:46,2011-09-26 22:46,2012-03-07 14:17,67,0,7th European Conference on Gender Equality in Higher Education,/gender2012
384,5656253015567410895,published,2008-12-08 14:08,2008-12-08 14:08,2012-01-26 10:11,77,1,Kjemisk oseanografi,/fg/kjemos
385,5656253015567410900,published,2008-12-08 14:08,2008-12-08 14:08,2012-01-26 10:11,80,1,Meteorologi,/fg/met
386,5656253015567410905,retracted,2008-12-08 14:08,2008-12-08 14:08,2012-02-13 11:21,60,1,Småskala oseanografi,/fg/smaos
